Blue_ADC,Blue_Support,Red_ADC,Red_Support,Bot_Gold_Diff_10,matchID,Blue_Win
Caitlyn,Thresh,Vayne,Karma,1799,EUW1_6870534576,0
Jhin,Blitzcrank,Twitch,Lulu,-343,EUW1_6870290628,0
Ashe,Janna,Ezreal,Braum,2141,EUW1_6870205425,1
Jinx,Rakan,Draven,Lulu,465,EUW1_6870159514,1
Vayne,Rakan,Kaisa,Rell,1432,EUW1_6870001708,0
Ashe,Zyra,Ezreal,Senna,-93,EUW1_6869925280,0
Draven,Blitzcrank,Caitlyn,Pyke,2575,EUW1_6869844623,0
Caitlyn,Alistar,Zeri,Soraka,-1759,EUW1_6868012055,0
Zeri,Braum,Ashe,Rell,-656,EUW1_6881946509,0
Samira,Swain,Jinx,Seraphine,603,EUW1_6881841959,0
Vayne,Pyke,Jinx,Ashe,2521,EUW1_6880627958,1
Ezreal,Blitzcrank,Ashe,Thresh,-966,EUW1_6880577015,1
Caitlyn,Soraka,Jinx,Thresh,482,EUW1_6880513456,1
Aphelios,Janna,Ezreal,Ashe,-435,EUW1_6880395592,0
Jinx,Pyke,Hwei,Nami,-842,EUW1_6880310802,1
Lucian,Braum,Twitch,Senna,-1988,EUW1_6880223342,0
Ezreal,Soraka,KogMaw,Janna,317,EUW1_6880164971,0
Nilah,Soraka,Draven,Sona,3612,EUW1_6880125261,1
Sivir,Yuumi,Zeri,Braum,-1680,EUW1_6880079702,0
Jinx,Blitzcrank,MissFortune,Karma,-750,EUW1_6880005729,1
Smolder,Braum,Kaisa,Zilean,926,EUW1_6879939726,0
Twitch,Pyke,Sivir,Thresh,3277,EUW1_6879896139,1
Jinx,Thresh,Varus,Nautilus,842,EUW1_6879807312,1
Samira,Nautilus,Ashe,Senna,224,EUW1_6879269979,1
Ashe,Thresh,Kaisa,Leona,31,EUW1_6879170910,1
Jinx,Ashe,Twitch,Pyke,-173,EUW1_6879070170,1
Ashe,Camille,Kalista,Braum,-1827,EUW1_6878848613,0
Draven,Ashe,Nilah,Soraka,1481,EUW1_6878780173,0
Jinx,Renata,Twitch,Braum,-2243,EUW1_6881452127,0
Kaisa,Thresh,Jhin,Swain,1330,EUW1_6881397964,1
Jinx,Zyra,Zeri,Lulu,-951,EUW1_6881342497,0
Ashe,Senna,Zeri,Lulu,1904,EUW1_6880678141,1
Jinx,Janna,Aphelios,Lulu,-154,EUW1_6880646993,0
Jinx,Velkoz,Varus,Ashe,-1775,EUW1_6880389142,0
Xayah,Rakan,Draven,Rell,-842,EUW1_6880324831,1
Jinx,Lulu,Aphelios,Shaco,561,EUW1_6878988361,0
Caitlyn,Zyra,Zeri,Zilean,-1047,EUW1_6878920141,0
Twitch,Brand,Jinx,Lulu,2148,EUW1_6878411359,1
Vayne,Janna,Xayah,Nami,-1187,EUW1_6878278088,1
Caitlyn,Brand,Lucian,Alistar,2183,EUW1_6878231398,1
Jinx,Xerath,Twitch,Lulu,-3280,EUW1_6878195686,0
Jhin,Elise,Ezreal,Veigar,1162,EUW1_6878044862,1
Caitlyn,Poppy,Varus,Rakan,60,EUW1_6874412931,1
Kaisa,Pyke,Caitlyn,Morgana,5146,EUW1_6874196715,1
Twitch,Milio,Jinx,Lulu,-174,EUW1_6873287460,1
Jinx,Thresh,Twitch,Janna,-1482,EUW1_6872752554,1
Draven,Rakan,Yasuo,Senna,1120,EUW1_6883621411,0
Ashe,Janna,Twitch,Milio,-419,EUW1_6883606514,1
Jinx,Janna,Aphelios,Renata,-94,EUW1_6883395835,1
Draven,Thresh,Vayne,Leona,5100,EUW1_6883107053,1
Jinx,Blitzcrank,Sivir,Janna,488,EUW1_6883035774,1
Kaisa,Senna,Ziggs,Janna,455,EUW1_6881914012,1
Kaisa,Renata,Seraphine,Neeko,-1009,EUW1_6881747193,0
Ashe,Milio,Tristana,Braum,-565,EUW1_6881625551,1
Jinx,Pyke,Ashe,Milio,-241,EUW1_6881470859,1
Twitch,Brand,Lucian,Rell,-2523,EUW1_6881404583,0
Jinx,Alistar,Vayne,Nami,-1853,EUW1_6880649713,1
Draven,Milio,Jinx,Braum,-1448,EUW1_6880376888,0
Draven,Blitzcrank,Jinx,Pyke,1172,EUW1_6880131837,1
Twitch,Lulu,Jinx,Janna,343,EUW1_6879797600,1
Jinx,Braum,Aphelios,Rell,3084,EUW1_6877004182,1
Twitch,Janna,Samira,Nautilus,-1614,EUW1_6882575411,0
Lucian,Senna,Aphelios,Milio,-978,EUW1_6882549887,0
KogMaw,Thresh,Smolder,TahmKench,3944,EUW1_6882531610,1
Ezreal,Neeko,Lucian,Nautilus,-412,EUW1_6880850786,0
Ezreal,Nami,Vayne,Blitzcrank,-646,EUW1_6880837668,0
Varus,Thresh,Jinx,Soraka,1861,EUW1_6880827658,0
Varus,Sona,Senna,Seraphine,-3,EUW1_6880811107,1
Sivir,Lulu,KogMaw,Milio,-319,EUW1_6880806537,1
Jinx,Milio,Zeri,Velkoz,-1277,EUW1_6880796498,0
Caitlyn,Bard,Zeri,Renata,-830,EUW1_6880680967,1
Senna,Ashe,Jinx,Velkoz,-2385,EUW1_6883346718,0
KogMaw,Karma,Vayne,Thresh,869,EUW1_6881990050,0
Ashe,Shaco,Twitch,Brand,374,EUW1_6881919466,1
Zeri,Rell,KogMaw,Brand,-443,EUW1_6881830040,0
Jinx,Janna,Ezreal,Hwei,-117,EUW1_6880530107,0
Ashe,Milio,Twitch,Morgana,-1976,EUW1_6880449257,0
Sivir,Janna,Zeri,Yuumi,-2984,EUW1_6880411929,0
Zeri,Lulu,Aphelios,Janna,932,EUW1_6880336718,0
Jinx,Soraka,Ezreal,Shaco,232,EUW1_6880288480,1
Draven,Nautilus,Ezreal,Senna,-956,EUW1_6879024885,1
Jinx,Janna,Draven,Nami,-953,EUW1_6878959302,1
Jinx,Lulu,Jhin,Yuumi,-109,EUW1_6878887167,1
Ezreal,Zyra,Vayne,Bard,1413,EUW1_6878835282,1
Jinx,Zilean,Kaisa,Shaco,-1522,EUW1_6878781333,0
Jinx,Thresh,Aphelios,Shaco,483,EUW1_6878706857,0
Jinx,Bard,Twitch,Zilean,914,EUW1_6878658570,1
Vayne,Lulu,KogMaw,Bard,2154,EUW1_6878602273,1
Jinx,Milio,Zeri,Lulu,864,EUW1_6878546843,1
Caitlyn,Rakan,Twitch,Lulu,748,EUW1_6877654169,0
Zeri,Janna,Jinx,Soraka,27,EUW1_6876934102,0
Jhin,Zilean,Jinx,Lulu,-1177,EUW1_6875147071,0
Ezreal,Camille,Smolder,Lux,3936,EUW1_6874182999,1
Twitch,Janna,Zeri,Bard,-1748,EUW1_6874150513,1
Zeri,Rakan,Kaisa,Soraka,386,EUW1_6872644898,0
Ezreal,Janna,Veigar,Senna,114,EUW1_6872581232,0
Jinx,Janna,Jhin,Thresh,732,EUW1_6872558517,1
Jinx,Milio,Varus,Velkoz,-3329,EUW1_6872528589,0
Aphelios,Janna,Jinx,Lulu,493,EUW1_6872399136,0
Jinx,Milio,Ashe,Soraka,6,EUW1_6871726490,1
Kalista,Bard,Kaisa,Camille,-240,EUW1_6871179390,1
Draven,Rakan,Jinx,Senna,-1553,EUW1_6871131368,0
Kalista,Rell,Zeri,Pyke,-1612,EUW1_6871090614,1
Jinx,Lulu,Kalista,Singed,1202,EUW1_6869617098,1
Ashe,Braum,Zeri,Nidalee,-139,EUW1_6869569144,0
Jinx,Lulu,Brand,Nami,627,EUW1_6869529979,0
Zeri,Lulu,Lucian,Alistar,-1129,EUW1_6876106085,0
Kalista,Braum,Zeri,Yuumi,1695,EUW1_6876033212,0
Lucian,Milio,Jinx,Nami,1175,EUW1_6875801459,1
Jinx,Lulu,Zeri,Janna,2549,EUW1_6875745078,1
Jinx,Lulu,Samira,Nautilus,641,EUW1_6872135757,1
KogMaw,Lulu,Twitch,Zilean,1990,EUW1_6872078918,1
Ashe,Soraka,MissFortune,Leona,1406,EUW1_6872022796,1
Jinx,Maokai,Ezreal,Camille,-1754,EUW1_6871969734,1
Ezreal,Janna,Kaisa,Camille,-1023,EUW1_6870869552,0
Zeri,Xerath,Ezreal,Senna,-524,EUW1_6870837632,1
Ezreal,Janna,Jinx,Thresh,-1708,EUW1_6870809288,0
Jinx,Pyke,Ezreal,Karma,-246,EUW1_6870787040,1
Varus,Bard,Ashe,Soraka,-3379,EUW1_6869002123,1
Zeri,Milio,Ashe,Braum,-594,EUW1_6868946660,1
Jinx,Lulu,Aphelios,Rakan,239,EUW1_6868893265,1
Aphelios,Zac,Caitlyn,Bard,-43,EUW1_6868828370,0
Kalista,Pyke,Lucian,Zac,-150,EUW1_6868779860,0
Jhin,Ashe,Twitch,Janna,945,EUW1_6868710795,1
Vayne,Janna,Kaisa,Thresh,506,EUW1_6868629636,1
Twitch,FiddleSticks,Ezreal,Zilean,-368,EUW1_6868454654,0
Zeri,Sylas,Nilah,Pyke,818,EUW1_6868391619,0
Caitlyn,Braum,Jinx,Taric,-229,EUW1_6867168704,0
Ashe,Soraka,Jinx,Thresh,35,EUW1_6867108344,1
Ezreal,Camille,Hwei,Renata,1196,EUW1_6867050246,1
Smolder,Ashe,Caitlyn,Seraphine,-391,EUW1_6866914732,0
Aphelios,Morgana,Ezreal,Karma,-99,EUW1_6866860647,0
Kalista,Lux,Lucian,Leona,-1192,EUW1_6866800518,0
Lucian,Thresh,Twitch,Alistar,2122,EUW1_6866723324,0
Veigar,Janna,KogMaw,Zyra,683,EUW1_6866673357,1
Ezreal,Leona,Twitch,Lulu,-1945,EUW1_6866627158,0
Ezreal,Janna,Tristana,Shaco,-1708,EUW1_6866585918,1
Twitch,Lulu,Jinx,Janna,-1036,EUW1_6880665872,0
Caitlyn,Janna,Ashe,Taric,2282,EUW1_6880636965,0
Kaisa,Gragas,Aphelios,Karma,-1883,EUW1_6880584486,1
Zeri,Janna,Pyke,Taric,-2275,EUW1_6880513481,0
Vayne,Lux,Lucian,Janna,1059,EUW1_6880427763,0
Yasuo,Taric,Varus,Xerath,3753,EUW1_6880321656,1
Vayne,Poppy,Kaisa,Janna,-147,EUW1_6880258082,1
Jinx,Lulu,Zeri,Karma,-791,EUW1_6880208074,0
Jinx,Lux,Vayne,Senna,1031,EUW1_6880141654,0
Zeri,Shaco,Jinx,Xerath,127,EUW1_6877762284,0
Kaisa,Leblanc,Zeri,Lulu,44,EUW1_6877731532,1
Twitch,Camille,Aphelios,Morgana,2702,EUW1_6876171377,1
Nilah,Janna,Sivir,Nautilus,-623,EUW1_6876101316,0
Jinx,Karma,Kaisa,Neeko,-623,EUW1_6875874078,1
Twitch,Xerath,Seraphine,Thresh,-1304,EUW1_6875816063,0
Kaisa,Braum,Jinx,Milio,319,EUW1_6875738342,0
Jhin,Pyke,Draven,Camille,434,EUW1_6874836390,0
Samira,Zac,Kaisa,Nami,1596,EUW1_6874773556,1
Vayne,Braum,Varus,Xerath,1003,EUW1_6874694709,1
Ashe,Janna,MissFortune,Pyke,-557,EUW1_6874602643,1
Twitch,Zyra,Jinx,Janna,771,EUW1_6874268431,0
Tristana,Lulu,Smolder,Ashe,167,EUW1_6874222519,0
Ezreal,Janna,Aphelios,Nautilus,-50,EUW1_6870203145,1
Jinx,Alistar,Ziggs,Thresh,1398,EUW1_6870037652,1
Ziggs,Nautilus,Aphelios,Lulu,1022,EUW1_6869914266,1
Ziggs,Senna,Jinx,Thresh,1212,EUW1_6869871683,1
Tristana,Camille,Kaisa,Maokai,-1377,EUW1_6869714334,1
Ashe,Zilean,Lucian,Nami,-145,EUW1_6869669164,0
TahmKench,Senna,Tristana,Lulu,1494,EUW1_6869509197,0
Ashe,Bard,Twitch,Lulu,341,EUW1_6869479586,1
Kaisa,Janna,Tristana,Rell,-331,EUW1_6869438013,0
Jinx,Janna,Tristana,Thresh,-641,EUW1_6868494360,0
Aphelios,Milio,Ashe,Janna,688,EUW1_6868446806,1
Vayne,Vi,TwistedFate,Senna,1419,EUW1_6868346765,0
Kaisa,Janna,Tristana,Thresh,1892,EUW1_6868247972,1
TahmKench,Senna,Ezreal,KogMaw,-1496,EUW1_6882741449,0
Jinx,Brand,Varus,Janna,-477,EUW1_6880931645,0
Vladimir,Poppy,Jinx,Senna,357,EUW1_6880903848,1
Jinx,Brand,Samira,Pyke,-1903,EUW1_6878194925,0
Smolder,Janna,Zeri,Brand,-407,EUW1_6878148834,0
Jinx,Senna,Ashe,Milio,688,EUW1_6877988557,0
Zeri,Senna,Jhin,Zyra,87,EUW1_6877292636,0
Aphelios,Brand,Caitlyn,Nami,-2509,EUW1_6876690037,0
Karthus,Senna,Draven,Janna,-1154,EUW1_6876661073,0
Ezreal,Senna,Lucian,Blitzcrank,95,EUW1_6876550295,0
Zeri,Senna,Jinx,Shaco,857,EUW1_6876530175,0
Draven,Brand,Yasuo,Janna,301,EUW1_6876502373,1
Draven,Senna,Kaisa,Volibear,4507,EUW1_6876500712,1
Jinx,Lulu,Chogath,Senna,-704,EUW1_6873851065,1
Zeri,Senna,Jinx,Nautilus,-341,EUW1_6873832314,1
Lucian,Camille,Twitch,Senna,616,EUW1_6872576017,0
Neeko,Senna,Ezreal,Blitzcrank,758,EUW1_6872544659,1
Zeri,Rakan,Varus,Brand,473,EUW1_6872506593,1
Kaisa,Zyra,Twitch,Camille,2350,EUW1_6871940763,0
Twitch,Janna,Lucian,Seraphine,193,EUW1_6871870586,0
Jinx,Milio,Ashe,MonkeyKing,519,EUW1_6871442287,1
Jinx,Senna,Seraphine,Janna,-514,EUW1_6870203218,0
Varus,Nami,Zeri,Seraphine,-43,EUW1_6870066859,0
Zeri,Camille,Smolder,Braum,-992,EUW1_6869988655,1
Kaisa,Braum,Lucian,Nami,-560,EUW1_6883391621,0
Jinx,Braum,Kayle,Milio,437,EUW1_6878435637,1
Seraphine,Pyke,Twitch,Nautilus,-912,EUW1_6878345719,0
Karthus,Lulu,Zeri,Soraka,462,EUW1_6878281546,1
Smolder,Nami,Jinx,Pyke,2152,EUW1_6878225627,0
Yone,Nami,Aphelios,Thresh,-491,EUW1_6878166806,0
KogMaw,Lulu,Jinx,Soraka,229,EUW1_6878093887,0
Vayne,Poppy,Kaisa,Leona,-141,EUW1_6877429640,0
Vayne,Janna,Jinx,Milio,1882,EUW1_6877363105,1
Kaisa,Rakan,Jinx,Thresh,-877,EUW1_6877305449,0
Jinx,Karma,Vayne,Janna,287,EUW1_6877223885,1
Kaisa,Braum,Aphelios,Rakan,-425,EUW1_6877163819,0
Yasuo,Poppy,Vayne,Hwei,-764,EUW1_6877041329,0
Kaisa,Pyke,Xayah,Sona,1893,EUW1_6876966308,0
Seraphine,Thresh,Varus,Camille,-1466,EUW1_6876820603,0
Ezreal,Amumu,Draven,Milio,-3845,EUW1_6876730531,0
Varus,Nautilus,Caitlyn,Blitzcrank,1223,EUW1_6876678656,1
Draven,Blitzcrank,Kaisa,Janna,3690,EUW1_6876637028,1
Ashe,Janna,Aphelios,Blitzcrank,1739,EUW1_6876602552,1
Vayne,Lulu,KogMaw,Janna,-49,EUW1_6876564874,1
Ashe,Thresh,Jinx,Renata,1861,EUW1_6883243858,1
Jinx,Velkoz,Katarina,Pyke,403,EUW1_6871698624,0
Kaisa,Soraka,Zeri,Milio,-165,EUW1_6871623045,1
Ashe,Neeko,Jinx,Nautilus,3135,EUW1_6870750452,1
Jinx,Soraka,Zeri,Braum,1456,EUW1_6870567979,1
Tristana,Taric,Zeri,Janna,2539,EUW1_6870354936,1
Ashe,Seraphine,Jinx,Janna,672,EUW1_6870239515,1
Jinx,Lulu,Zeri,Janna,-518,EUW1_6870054115,0
Twitch,Lulu,Kaisa,Pyke,-5128,EUW1_6869995001,0
Varus,Leona,Twitch,Milio,-2074,EUW1_6869943531,0
Jinx,Alistar,Aphelios,Zilean,-454,EUW1_6869795861,0
MissFortune,Nami,Draven,Nautilus,1081,EUW1_6869723970,1
Ezreal,Camille,Kaisa,Pyke,1714,EUW1_6869659129,1
Zeri,Janna,Aphelios,Senna,-2329,EUW1_6869587753,0
Ezreal,Neeko,Ashe,Brand,265,EUW1_6869543805,0
Hwei,Sona,Smolder,Zilean,-33,EUW1_6875558198,0
Aphelios,Nautilus,Yasuo,Nami,1074,EUW1_6874643112,1
Kaisa,Thresh,Jinx,Janna,-648,EUW1_6874423203,0
Ezreal,Nautilus,Jinx,Renata,-917,EUW1_6874165791,0
Kaisa,Janna,Smolder,Hwei,-372,EUW1_6871469676,1
Ezreal,Braum,Draven,Thresh,-551,EUW1_6871413078,0
Draven,Leona,Kaisa,Alistar,-11,EUW1_6871235185,1
Vayne,Thresh,Twitch,Lulu,-2137,EUW1_6871109919,0
Twitch,Milio,MissFortune,Janna,282,EUW1_6871081540,1
Kaisa,Rell,Sivir,Nautilus,-940,EUW1_6870596637,1
Caitlyn,Seraphine,Kaisa,Taric,-160,EUW1_6870473921,0
Kaisa,Nautilus,Jinx,Soraka,1689,EUW1_6870396125,0
Smolder,Lulu,Lucian,Milio,-1312,EUW1_6870236042,1
Lucian,Senna,Ashe,Lulu,-474,EUW1_6870022127,0
Caitlyn,Brand,Kaisa,Thresh,249,EUW1_6869952592,1
Draven,Milio,Jinx,Lulu,496,EUW1_6883624881,0
Draven,Thresh,Twitch,Lulu,-1731,EUW1_6883601953,0
Jhin,Blitzcrank,Kaisa,Janna,-2065,EUW1_6883576140,0
Jinx,Blitzcrank,Tristana,Leona,-1323,EUW1_6883558949,0
Ezreal,Senna,Jinx,Thresh,859,EUW1_6883523058,0
Xayah,Lulu,Jinx,Blitzcrank,1956,EUW1_6883459794,1
Rengar,Nami,MissFortune,Thresh,-484,EUW1_6880282092,0
Draven,Blitzcrank,Nilah,Alistar,-1592,EUW1_6880216030,1
Varus,Karma,Zeri,Lux,-316,EUW1_6879181809,1
Samira,Alistar,Veigar,Senna,-475,EUW1_6879138182,0
KogMaw,Ashe,Zeri,Senna,-1033,EUW1_6879089445,0
MissFortune,Nautilus,Ezreal,Brand,-1694,EUW1_6878824571,0
Sivir,Karma,Yasuo,Bard,287,EUW1_6878751937,0
KogMaw,Janna,Ezreal,Ashe,1741,EUW1_6878706949,1
Lucian,Zilean,Samira,Maokai,-44,EUW1_6878659343,1
Aphelios,Shaco,Varus,Maokai,-511,EUW1_6878624851,0
Draven,Ezreal,Samira,Fiora,-334,EUW1_6877853136,0
Kaisa,Yuumi,Samira,Pyke,-1557,EUW1_6877849530,0
Vayne,Janna,Ezreal,Alistar,-1682,EUW1_6877816283,1
Twitch,Soraka,Draven,Rell,-480,EUW1_6882745321,1
Kaisa,Thresh,Zeri,Janna,-519,EUW1_6882617661,1
Ezreal,Karma,Ashe,Seraphine,685,EUW1_6882567490,0
Ezreal,Zyra,Zeri,Nautilus,1654,EUW1_6882523341,1
Ezreal,Nautilus,Kaisa,Camille,2832,EUW1_6874980841,0
Kaisa,Rakan,MissFortune,Rell,1111,EUW1_6874952107,1
Zeri,Milio,Jinx,Bard,1580,EUW1_6872698777,0
Twitch,Rakan,Zeri,Nautilus,-759,EUW1_6871814386,1
Ashe,Velkoz,Kaisa,Thresh,-1541,EUW1_6870743339,0
Zeri,Lulu,Vayne,Rakan,-154,EUW1_6869836015,1
Kaisa,Bard,Ezreal,Pyke,-726,EUW1_6869766288,0
Zeri,Nautilus,Vayne,Rell,-709,EUW1_6868331914,0
Kaisa,Janna,Jinx,Rakan,280,EUW1_6868261933,1
Varus,Nami,Kaisa,Karma,1499,EUW1_6868208062,1
Jhin,Pyke,Nilah,Sona,1776,EUW1_6868151231,0
Kaisa,Blitzcrank,Jinx,Rakan,-1653,EUW1_6867227718,1
Velkoz,Pyke,Jinx,Janna,871,EUW1_6867160024,0
Varus,Sylas,Zeri,Amumu,-133,EUW1_6867018349,0
Tristana,Taric,Kaisa,Rakan,610,EUW1_6866943462,1
Kalista,Maokai,Senna,Nautilus,-2574,EUW1_6869279325,0
Jinx,Janna,Zeri,Karma,-2936,EUW1_6869256201,0
Draven,Poppy,Smolder,Briar,-548,EUW1_6869245583,1
KogMaw,Shaco,Twitch,Pyke,-1069,EUW1_6869093048,0
Sivir,Neeko,Jinx,Milio,-735,EUW1_6869033332,0
Varus,TahmKench,Kaisa,Nami,657,EUW1_6868957203,0
Jinx,Nami,Seraphine,Zyra,1176,EUW1_6868870860,1
Jinx,Sona,KogMaw,Nami,3,EUW1_6868701595,0
Samira,Alistar,Caitlyn,Taric,-676,EUW1_6868618410,0
KogMaw,Renata,Nilah,Alistar,-979,EUW1_6868559355,0
Sivir,Zyra,Jinx,Milio,38,EUW1_6868503912,0
Aphelios,Janna,Jinx,Nami,628,EUW1_6868443910,0
Ashe,Braum,Sivir,Nami,511,EUW1_6867476137,0
Zeri,Senna,Kaisa,Nautilus,-1050,EUW1_6867429749,1
Zeri,Lulu,Jinx,Brand,512,EUW1_6865232231,1
Xayah,Zyra,Ezreal,Janna,320,EUW1_6865165485,0
Zeri,Milio,Yasuo,Morgana,1186,EUW1_6883490988,1
Kaisa,Rell,Zeri,Neeko,1166,EUW1_6883440836,0
Jinx,Braum,Yasuo,Senna,-2822,EUW1_6883373880,0
Jinx,Thresh,Twitch,Lulu,-1129,EUW1_6883297405,1
Vayne,Leona,Zeri,Rakan,-1010,EUW1_6883153990,0
Yasuo,Pyke,Jinx,Renata,1467,EUW1_6882951904,1
Jinx,Thresh,Xayah,Rakan,3542,EUW1_6882759448,1
Zeri,Thresh,Kaisa,Zilean,2147,EUW1_6882694631,0
Zeri,Thresh,Jhin,Sylas,1568,EUW1_6882651936,0
Zeri,Lulu,Jinx,Rakan,1434,EUW1_6882603642,0
Ashe,Rakan,Zeri,Alistar,1348,EUW1_6882562635,1
Twitch,Brand,Zyra,Senna,-10,EUW1_6882525742,0
Zeri,Camille,Twitch,Bard,430,EUW1_6882199843,0
Jinx,Lulu,Zeri,Rengar,3391,EUW1_6882180800,1
Aphelios,Zac,Vayne,Karma,-1628,EUW1_6882153939,0
Jinx,Renata,Draven,Blitzcrank,-4166,EUW1_6881668809,0
Xayah,Sylas,Zeri,Braum,-2892,EUW1_6881623363,0
Kaisa,Thresh,Zeri,Rell,-1133,EUW1_6879895048,0
Jinx,Blitzcrank,Ashe,Janna,1218,EUW1_6879853302,1
Jinx,Milio,Draven,Maokai,-4191,EUW1_6879757469,1
Ezreal,Karma,Zeri,Alistar,1419,EUW1_6883664399,1
Zeri,Heimerdinger,Draven,Blitzcrank,221,EUW1_6882150401,0
Zeri,Braum,Aphelios,Blitzcrank,-541,EUW1_6882109511,0
Jhin,Braum,Zeri,Thresh,-1219,EUW1_6882055499,1
Xayah,Rakan,Jinx,Thresh,143,EUW1_6876409264,1
Jinx,Alistar,Varus,Bard,-1206,EUW1_6876398376,1
Kaisa,Brand,Lucian,Sona,835,EUW1_6876393530,0
Zeri,Lulu,Varus,Pyke,-1296,EUW1_6876372034,0
KogMaw,Nautilus,Samira,Camille,-1536,EUW1_6873719527,0
Caitlyn,Camille,Zeri,Lulu,658,EUW1_6873703166,1
Kaisa,Maokai,Jinx,Bard,-470,EUW1_6873685115,0
Kaisa,Nautilus,KogMaw,Bard,-290,EUW1_6873670598,0
Lucian,Milio,Jinx,Karma,207,EUW1_6873645890,1
Ashe,Leona,Sivir,Janna,-759,EUW1_6873620990,0
Aphelios,Yuumi,Jinx,Camille,-3327,EUW1_6864552088,0
Sivir,Blitzcrank,Kaisa,Xerath,-1351,EUW1_6864537445,1
Samira,Pyke,Ezreal,Velkoz,-462,EUW1_6864528215,0
Caitlyn,Renata,Kaisa,Rell,510,EUW1_6883669040,1
Jinx,Blitzcrank,Twitch,Lulu,305,EUW1_6883620858,1
Ashe,Rell,KogMaw,Braum,-398,EUW1_6883599964,0
Ezreal,Taliyah,Zeri,Zilean,2954,EUW1_6883563613,0
Nilah,Soraka,Zeri,Lulu,-527,EUW1_6883522564,0
Zeri,Yuumi,Jinx,Gragas,-1819,EUW1_6883478365,0
Jinx,Braum,Ezreal,Leona,534,EUW1_6883417701,0
Jinx,Milio,Twitch,Braum,984,EUW1_6883344727,1
Ashe,Janna,Kalista,Pyke,-245,EUW1_6882968427,0
Kaisa,Nautilus,Swain,Pyke,1863,EUW1_6882921838,1
Lucian,Leona,Aphelios,Milio,-1212,EUW1_6882873749,0
Samira,Nautilus,Ezreal,Braum,-1978,EUW1_6882815414,0
Ezreal,Brand,Sivir,Janna,-618,EUW1_6882775391,1
Samira,Thresh,Zeri,Nautilus,742,EUW1_6882647730,0
Zeri,Rakan,Sivir,Lux,-1079,EUW1_6882605647,1
Aphelios,Alistar,Zeri,Blitzcrank,1597,EUW1_6882569974,0
Kaisa,Rakan,Zeri,Sona,-1640,EUW1_6882543825,0
Zeri,Milio,Aphelios,Blitzcrank,-189,EUW1_6882165762,0
Jinx,Janna,Kaisa,Senna,-93,EUW1_6882121745,1
Aphelios,Leona,Kaisa,Braum,-282,EUW1_6882009473,0
Lucian,Nami,Senna,Maokai,1158,EUW1_6883494307,0
Zeri,Thresh,Draven,Morgana,-3318,EUW1_6883460739,0
Zeri,Lulu,Smolder,Karma,-1352,EUW1_6883409715,0
Smolder,Janna,Zeri,Milio,-261,EUW1_6883322646,1
Kaisa,Janna,Zeri,Milio,230,EUW1_6883249737,0
Smolder,Janna,Zeri,Velkoz,-240,EUW1_6883151938,0
Ezreal,Soraka,Zeri,Janna,64,EUW1_6883094605,0
Draven,Lulu,Twitch,Yuumi,1003,EUW1_6883051112,1
Varus,Alistar,Zeri,Nautilus,421,EUW1_6882137222,0
Kaisa,Leona,Jinx,Rakan,-1264,EUW1_6882122583,0
Varus,Braum,Caitlyn,Morgana,-1864,EUW1_6882070745,0
Jinx,Rell,Aphelios,Janna,-1823,EUW1_6880682859,0
Jinx,Lulu,Karthus,Leona,1271,EUW1_6883374422,0
Jinx,Maokai,Zeri,Seraphine,638,EUW1_6883302096,0
Twitch,Pantheon,Ezreal,Taliyah,1163,EUW1_6883240781,1
Jinx,Camille,Smolder,Zac,945,EUW1_6883099996,0
Zeri,Janna,Vayne,Rumble,759,EUW1_6883048893,1
Seraphine,Sona,Zeri,Senna,-1401,EUW1_6882983982,0
Jinx,Milio,Kaisa,Zyra,-1182,EUW1_6882926365,0
Kaisa,Kassadin,Twitch,Thresh,-49,EUW1_6882889978,0
Caitlyn,Alistar,Veigar,Thresh,-66,EUW1_6882830391,0
Kaisa,Seraphine,Jinx,Rell,-275,EUW1_6882701001,0
Vayne,Rell,Kaisa,Thresh,423,EUW1_6882658177,0
Yasuo,Zac,Lucian,Braum,-1706,EUW1_6882579661,1
Zeri,Senna,Jinx,Lulu,1703,EUW1_6882542367,1
Vayne,Karma,Jinx,Lulu,-160,EUW1_6874830554,0
Smolder,Braum,Zeri,Rakan,-97,EUW1_6874749273,0
Jinx,FiddleSticks,Vayne,Sona,1451,EUW1_6874576370,1
Kalista,Ashe,Ezreal,Sona,164,EUW1_6874526873,0
Lucian,Nami,Zeri,Brand,893,EUW1_6874465470,0
Jinx,Seraphine,Zeri,Lulu,-405,EUW1_6874405068,1
Sivir,Janna,Kaisa,Rakan,2269,EUW1_6882017886,1
Lucian,Rumble,Kaisa,Thresh,-1415,EUW1_6881939204,1
Draven,Nautilus,Jinx,Thresh,-3248,EUW1_6881847951,0
Kaisa,Rell,Ashe,Janna,-344,EUW1_6881765148,0
Vayne,Thresh,Jinx,Taric,3313,EUW1_6881691925,1
Hwei,Thresh,Vayne,Nami,-720,EUW1_6880460047,0
Zeri,Seraphine,Caitlyn,Thresh,595,EUW1_6880412365,1
Vayne,Seraphine,Jinx,Thresh,467,EUW1_6879136900,1
Aphelios,Thresh,KogMaw,Braum,672,EUW1_6879079434,0
Kalista,Thresh,Twitch,Braum,-498,EUW1_6879026969,0
Ezreal,Janna,Jinx,Rakan,-763,EUW1_6878948742,0
